Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,url,RISK1: supply chain,RISK1: supply chain (2),RISK1: supply chain (3),RISK2: Litigation,RISK3: Inflation,gvkey,lpermno,datadate,fyear,tic,sic,sic3,td,long_debt_dum,me,l_a,l_sale,div_d,age,atr,smalltaxlosscarry,largetaxlosscarry,l_emp,l_ppent,l_laborratio,Inv,Ch_Cash,Div,Ch_Debt,Ch_Eqty,Ch_WC,CF,td_a,td_mv,mb,prof_a,ppe_a,cash_a,xrd_a,dltt_a,invopps_FG09,sales_g,dv_a,short_debt,_merge
CMCSA,Comcast Corp.,reports,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",2002-11-19,1166691,1963,https://en.wikipedia.org/wiki/Comcast_Corp.,1.0,3.0,2.0,2.0,0.0,3226.0,89525.0,2019-12-31,2019.0,CMCSA,4841.0,484.0,111989.0,1.0,204749.94,12.4814825,11.598571,1.0,0.0,0.21954572,1.0,0.0,5.2522736,10.709606,5.618874,0.05634097,0.006377793,0.014179201,-0.018935971,-0.001913338,0.009543912,0.097747274,0.42514446,0.3535688,1.4632401,0.13005383,0.19877455,0.02752701,0.0,0.40552893,1.0945984,,0.014179201,0.04613846,both
CMA,Comerica Inc.,reports,Financials,Diversified Banks,"Dallas, Texas",1995-12-01,28412,1849,https://en.wikipedia.org/wiki/Comerica_Inc.,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
CAG,Conagra Brands,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1983-08-31,23217,1919,https://en.wikipedia.org/wiki/Conagra_Brands,1.0,1.0,1.0,1.0,1.0,3362.0,56274.0,2019-05-31,2018.0,CAG,2000.0,200.0,10677.3,1.0,13012.495,10.008469,9.163081,1.0,0.0,0.24338153,1.0,0.0,2.944439,7.781681,4.890892,0.23255815,0.0048888526,0.016035078,0.18279178,0.024943953,0.00027910576,0.045746338,0.48066065,0.45071307,1.2533513,0.082763866,0.10782937,0.010651037,0.0025254572,0.47968832,,,0.016035078,0.0020229833,both
COP,ConocoPhillips,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,1163165,2002,https://en.wikipedia.org/wiki/ConocoPhillips,0.0,0.0,1.0,0.0,0.0,8549.0,13928.0,2019-12-31,2019.0,COP,1311.0,131.0,15827.0,1.0,70548.97,11.163567,10.391055,1.0,0.0,0.23974197,,,2.4336133,10.672809,8.330979,0.093853705,-0.011189267,0.02127237,-0.0011345265,-0.05006098,0.009898744,0.15513231,0.22445188,0.18323384,1.50441,0.1896361,0.6121479,0.14631137,0.0011628896,0.2180418,1.1891031,,0.02127237,0.028558793,both
ED,Consolidated Edison,reports,Utilities,Electric Utilities,"New York, New York",,1047862,1823,https://en.wikipedia.org/wiki/Consolidated_Edison,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
STZ,Constellation Brands,reports,Consumer Staples,Distillers & Vintners,"Victor, New York",2005-07-01,16918,1945,https://en.wikipedia.org/wiki/Constellation_Brands,0.0,0.0,1.0,0.0,0.0,2710.0,64899.0,2019-02-28,2018.0,STZ,2082.0,208.0,13616.5,1.0,32162.22,10.283002,9.001593,1.0,0.0,0.16640788,1.0,0.0,2.3795462,8.569463,6.286891,0.16529427,0.00011289191,0.019078733,0.12453347,-0.015555138,0.009308452,0.07550758,0.465816,0.2974417,1.6708934,0.09850333,0.1801926,0.0032020253,0.0,0.4022989,1.5334014,,0.019078733,0.13635662,both
COO,The Cooper Companies,reports,Health Care,Health Care Supplies,"San Ramon, California",2016-09-23,711404,1958,https://en.wikipedia.org/wiki/The_Cooper_Companies,0.0,0.0,1.0,0.0,0.0,3504.0,65541.0,2019-10-31,2019.0,COO,3851.0,385.0,1826.3,1.0,14288.1,8.744249,7.883597,1.0,0.0,0.022413071,1.0,0.0,2.5649493,7.0327125,4.546923,0.055988524,0.0014821899,0.00047812576,-0.031827237,-0.020113155,0.00997689,0.10988923,0.29106703,0.11333342,2.6988924,0.13822615,0.18042871,0.014264084,0.013817834,0.20122719,2.5776875,,0.00047812576,0.30865684,both
CPRT,Copart Inc,reports,Industrials,Diversified Support Services,"Dallas, Texas",2018-07-02,900075,1982,https://en.wikipedia.org/wiki/Copart_Inc,0.0,0.0,1.0,0.0,0.0,29901.0,80320.0,2019-07-31,2019.0,CPRT,5010.0,501.0,401.229,1.0,17815.62,7.8429136,7.621664,0.0,0.0,0.16066082,1.0,0.0,2.1195033,7.2645383,5.272272,0.13984324,-0.034620978,0.0,0.0,-0.14535308,0.029011426,0.25057533,0.15749188,0.02202516,7.294996,0.3145567,0.5604163,0.073134616,0.0,0.15704519,7.152707,,0.0,0.0028362854,both
GLW,Corning Inc.,reports,Information Technology,Electronic Components,"Corning, New York",,24741,1851,https://en.wikipedia.org/wiki/Corning_Inc.,0.0,0.0,1.0,0.0,0.0,3532.0,22293.0,2019-12-31,2019.0,GLW,3679.0,367.0,8252.0,1.0,22181.82,10.271527,9.350363,1.0,0.0,0.21052632,,,3.9219732,9.67042,5.768384,0.065437056,0.0027337533,0.025676517,0.052979443,-0.030521143,0.016194893,0.07138903,0.2855561,0.2711457,1.4005405,0.11263755,0.54816943,0.08422728,0.028825523,0.28302997,1.1355928,,0.025676517,0.008846341,both
CTVA,Corteva,reports,Materials,Fertilizers & Agricultural Chemicals,"Wilmington, Delaware",2019-06-03,1755672,2019,https://en.wikipedia.org/wiki/Corteva,0.0,0.0,1.0,0.0,0.0,35168.0,18592.0,2019-12-31,2019.0,CTVA,100.0,10.0,688.0,1.0,22127.936,10.654833,9.535751,1.0,0.0,1.0,,,3.0910425,8.537388,5.4926696,0.021322263,-0.06724533,0.01205274,-0.18093261,0.00051890465,-0.11026724,0.14654338,0.016227564,0.030154362,0.9485562,0.043776684,0.12031512,0.05137156,0.030450268,0.0127603365,0.51687264,,0.01205274,0.21366279,both
COST,Costco Wholesale Corp.,reports,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",1993-10-01,909832,1976,https://en.wikipedia.org/wiki/Costco_Wholesale_Corp.,1.0,3.0,2.0,2.0,1.0,29028.0,87055.0,2019-08-31,2019.0,COST,5399.0,539.0,7244.0,1.0,129583.87,10.723268,11.93625,1.0,0.0,0.22478813,0.0,0.0,5.2522736,9.947074,4.409692,0.063105725,0.05129956,0.022863436,0.004603524,-0.011431718,-0.013436124,0.14409691,0.15955947,0.052942432,3.5185213,0.13991189,0.46013215,0.20801762,0.0,0.121563874,3.0027132,,0.022863436,0.23812811,both
CCI,Crown Castle,reports,Real Estate,Specialized REITs,"Houston, Texas",2012-03-14,1051470,1994,https://en.wikipedia.org/wiki/Crown_Castle,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
CSX,CSX Corp.,reports,Industrials,Railroads,"Jacksonville, Florida",1967-09-30,277948,1980,https://en.wikipedia.org/wiki/CSX_Corp.,0.0,0.0,1.0,0.0,0.0,2574.0,62148.0,2019-12-31,2019.0,CSX,4011.0,401.0,16788.0,1.0,55968.363,10.552082,9.387398,1.0,0.0,0.22822058,0.0,0.0,3.0868518,10.395161,7.3549986,0.054944195,0.0026139007,0.019944062,0.03873801,-0.08816687,-0.0032150978,0.12693103,0.43882164,0.23074271,2.1532624,0.16266304,0.8547455,0.05107562,0.0,0.43092766,1.7624372,,0.019944062,0.01798904,both
CMI,Cummins Inc.,reports,Industrials,Industrial Machinery,"Columbus, Indiana",1965-03-31,26172,1919,https://en.wikipedia.org/wiki/Cummins_Inc.,0.0,0.0,1.0,0.0,0.0,3650.0,41080.0,2019-12-31,2019.0,CMI,3510.0,351.0,2868.0,1.0,26933.48,9.89025,10.067773,1.0,0.0,0.20028308,,,4.137005,8.464214,4.343098,0.0582662,-0.008815929,0.038557027,-0.008258601,-0.06439682,-0.015655875,0.16066271,0.14531083,0.09623683,1.9842671,0.16081472,0.24020875,0.0744794,0.05056493,0.09859654,1.5388552,,0.038557027,0.3214784,both
CVS,CVS Health,reports,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,64803,1996,https://en.wikipedia.org/wiki/CVS_Health,0.0,0.0,1.0,0.0,0.0,7241.0,17005.0,2019-12-31,2019.0,CVS,5912.0,591.0,89002.0,1.0,96725.58,12.312453,12.455959,1.0,0.0,0.26288888,,,5.2522736,10.40138,4.697567,0.015010182,0.007457889,0.011701559,-0.023915594,0.00044055042,-0.006626238,0.057644673,0.4001007,0.47920725,1.1477263,0.076750174,0.14791705,0.03621504,0.0,0.37592888,0.8017986,,0.011701559,0.060414374,both
DHI,D. R. Horton,reports,Consumer Discretionary,Homebuilding,"Arlington, Texas",2005-06-22,882184,1978,https://en.wikipedia.org/wiki/D._R._Horton,0.0,0.0,1.0,0.0,0.0,25340.0,77661.0,2019-09-30,2019.0,DHI,1531.0,153.0,3399.4,1.0,19419.998,9.655449,9.776251,1.0,0.0,0.23842461,1.0,0.0,2.2941496,6.2120047,4.02215,0.02524573,0.00051260367,0.014314456,0.00597824,-0.029269667,0.051644817,0.06336422,0.2178181,0.14896974,1.6022515,0.13604501,0.031890355,0.09701024,0.0,0.11495777,1.4762437,,0.014314457,0.4722304,both
DHR,Danaher Corp.,reports,Health Care,Health Care Equipment,"Washington, D.C.",,313616,1969,https://en.wikipedia.org/wiki/Danaher_Corp.,0.0,0.0,1.0,0.0,0.0,3735.0,49680.0,2019-12-31,2019.0,DHR,3826.0,382.0,22526.0,1.0,106745.34,11.036205,9.793176,1.0,0.0,0.26412126,,,4.1108737,8.0283575,3.9336867,0.019943107,0.30805424,0.008483996,0.21504116,0.05110854,-0.010656942,0.070331626,0.36284503,0.17425363,2.2576084,0.07332124,0.04938178,0.32074398,0.01813742,0.35688192,,,0.008483996,0.016434342,both
DRI,Darden Restaurants,reports,Consumer Discretionary,Restaurants,"Orlando, Florida",,940944,1938,https://en.wikipedia.org/wiki/Darden_Restaurants,0.0,0.0,1.0,0.0,0.0,31846.0,81655.0,2019-05-31,2018.0,DRI,5812.0,581.0,1103.0,1.0,14316.666,8.681486,9.049045,1.0,0.0,0.08142656,,,5.22313,7.845259,2.6271424,0.07850258,0.05267445,0.06292424,0.005888542,-0.025149334,-0.013626799,0.21336208,0.18717757,0.071532026,3.0234973,0.19883586,0.43317267,0.077603176,0.0,0.18602362,2.5983608,,0.06292424,0.0061650043,both
DVA,DaVita Inc.,reports,Health Care,Health Care Facilities,"Denver, Colorado",2008-07-31,927066,1979,https://en.wikipedia.org/wiki/DaVita_Inc.,0.0,0.0,1.0,0.0,0.0,61483.0,82307.0,2019-12-31,2019.0,DVA,8090.0,809.0,11175.946,1.0,9442.0,9.75912,9.340358,0.0,0.0,0.28346613,1.0,0.0,4.189655,8.749008,4.574462,-0.17302708,0.045825195,0.0,-0.120163105,-0.13704465,0.009067208,0.13000588,0.6455833,0.54204947,1.4221839,0.13694344,0.36412036,0.07049057,0.0,0.6181666,1.2761291,,0.0,0.042467993,both
DE,Deere & Co.,reports,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,315189,1837,https://en.wikipedia.org/wiki/Deere_%26_Co.,1.0,1.0,1.0,1.0,1.0,3835.0,19350.0,2019-10-31,2019.0,DE,3523.0,352.0,45334.0,1.0,54530.2,11.198365,10.57791,1.0,0.0,0.20755176,,,4.3106513,9.513477,5.2162676,0.053745326,-0.0008080974,0.012915862,0.036200024,-0.0147238085,0.02436619,0.044376876,0.6209201,0.45395648,1.5905576,0.10287491,0.18545151,0.054539725,0.024420979,0.4140335,1.3690308,,0.012915862,0.33319363,both
DAL,Delta Air Lines Inc.,reports,Industrials,Airlines,"Atlanta, Georgia",2013-09-11,27904,1929,https://en.wikipedia.org/wiki/Delta_Air_Lines_Inc.,0.0,0.0,2.0,0.0,0.0,3851.0,91926.0,2019-12-31,2019.0,DAL,4512.0,451.0,17255.0,1.0,37589.25,11.074917,10.758052,1.0,0.0,0.23088093,1.0,0.0,4.5242205,10.516996,6.003651,0.0707091,0.015217257,0.015186264,0.0075466437,-0.031410772,0.0021849624,0.124976754,0.26738673,0.3146182,1.3444996,0.14254944,0.5723827,0.047945205,0.0,0.2195345,0.8347716,,0.015186264,0.17896262,both
XRAY,Dentsply Sirona,reports,Health Care,Health Care Supplies,"Charlotte, North Carolina",2008-11-14,818479,2016 (1969),https://en.wikipedia.org/wiki/Dentsply_Sirona,0.0,0.0,1.0,0.0,0.0,13700.0,11600.0,2019-12-31,2019.0,XRAY,3843.0,384.0,1598.6,1.0,12523.367,9.0598545,8.301323,1.0,0.0,0.23841251,0.0,1.0,2.7850113,6.869742,4.147407,0.007950808,0.01107766,0.009403806,-0.023340967,-0.017575469,0.0061607133,0.06934871,0.18582106,0.113199525,1.863763,0.10174476,0.111787885,0.047065526,0.0152622955,0.18047403,1.5976274,,0.009403805,0.028775178,both
DVN,Devon Energy,reports,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,1090012,1971,https://en.wikipedia.org/wiki/Devon_Energy,0.0,0.0,1.0,0.0,0.0,14934.0,87137.0,2019-12-31,2019.0,DVN,1311.0,131.0,4555.0,1.0,9920.54,9.526391,8.735525,1.0,0.0,1.0,0.0,1.0,1.0296195,9.086702,8.498803,-0.06714296,-0.043887146,0.010206313,-0.011810163,-0.13669169,0.112561055,0.047678065,0.3320697,0.31466874,1.3002508,0.1236422,0.6441642,0.106728874,0.0,0.33083037,1.0664117,,0.010206313,0.0037321625,both
DXCM,DexCom,reports,Health Care,Health Care Equipment,"San Diego, California",2020-05-12,1093557,1999,https://en.wikipedia.org/wiki/DexCom,0.0,0.0,1.0,0.0,0.0,162887.0,90664.0,2019-12-31,2019.0,DXCM,3845.0,384.0,1160.7,1.0,20036.584,7.7811384,7.297091,0.0,0.0,0.02975048,0.0,1.0,1.5892352,5.975843,4.612324,0.42388308,-0.28839248,0.0,0.0,0.0049686846,-0.002045929,0.13052192,0.48463464,0.054757014,8.997488,0.082129434,0.16400835,0.6402088,0.11419624,0.47870564,8.804933,,0.0,0.012233998,both
FANG,Diamondback Energy,reports,Energy,Oil & Gas Exploration & Production,"Midland, Texas",2018-12-03,1539838,2007,https://en.wikipedia.org/wiki/Diamondback_Energy,0.0,0.0,1.0,0.0,0.0,170750.0,13641.0,2019-12-31,2019.0,FANG,1311.0,131.0,5386.0,1.0,14764.926,10.066074,8.285008,1.0,0.0,0.16376306,1.0,0.0,0.53766227,9.992002,9.931146,0.16522884,-0.003909736,0.0047596786,0.03616506,0.02163104,0.015001487,0.10828269,0.22888955,0.267283,1.0644225,0.09132633,0.92856234,0.005439633,0.0,0.22854957,0.7939297,,0.0047596786,0.0014853324,both
DLR,Digital Realty Trust Inc,reports,Real Estate,Specialized REITs,"Austin, Texas",2016-05-18,1297996,2004,https://en.wikipedia.org/wiki/Digital_Realty_Trust,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DFS,Discover Financial Services,reports,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,1393612,1985,https://en.wikipedia.org/wiki/Discover_Financial_Services,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DISCA,"Discovery, Inc. (Series A)",reports,Communication Services,Broadcasting,"New York, New York",2010-03-01,1437107,1985,"https://en.wikipedia.org/wiki/Discovery,_Inc.",0.0,0.0,1.0,0.0,0.0,164296.0,90805.0,2019-12-31,2019.0,DISCA,4841.0,484.0,16372.0,1.0,17352.2,10.426291,9.318657,0.0,0.0,0.03802817,1.0,0.0,2.3223877,7.355641,5.1357985,0.012983548,0.016777826,0.0,-0.043278493,-0.01882318,0.09589447,0.09186305,0.48531199,0.48546743,1.2211709,0.21698533,0.046361346,0.046331704,0.0,0.4634356,0.94858336,,0.0,0.04507696,both
DISCK,"Discovery, Inc. (Series C)",reports,Communication Services,Broadcasting,"New York, New York",2014-08-07,1437107,1985,"https://en.wikipedia.org/wiki/Discovery,_Inc.",0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DISH,Dish Network,reports,Communication Services,Cable & Satellite,"Meridian, Colorado",2017-03-13,1001082,1980,https://en.wikipedia.org/wiki/Dish_Network,1.0,1.0,1.0,2.0,0.0,60900.0,81696.0,2019-12-31,2019.0,DISH,4841.0,484.0,14282.3,1.0,18552.193,10.411237,9.457801,0.0,0.0,0.24386261,1.0,0.0,2.8332133,7.9556046,5.1826653,0.021601439,0.0486413,0.0,-0.040893223,0.031140953,-0.006147916,0.079995014,0.42978927,0.43497854,1.2102761,0.07572622,0.08577887,0.08607483,0.0006319413,0.39279738,0.855284,,0.0,0.08606989,both
DG,Dollar General,reports,Consumer Discretionary,General Merchandise Stores,"Goodlettsville, Tennessee",2012-12-03,29534,1939,https://en.wikipedia.org/wiki/Dollar_General,1.0,1.0,1.0,1.0,1.0,4016.0,93096.0,2019-01-31,2018.0,DG,5331.0,533.0,2864.69,1.0,29955.355,9.488278,10.151325,1.0,0.0,0.21134298,1.0,0.0,4.912655,7.9969254,3.0913138,0.05540752,-0.0024200173,0.023214338,-0.010688094,-0.07630196,0.001884878,0.1631919,0.2169556,0.087284766,2.7826335,0.19723058,0.22499223,0.017834468,0.0,0.21680792,2.4887724,,0.023214338,0.0006807019,both
DLTR,Dollar Tree,reports,Consumer Discretionary,General Merchandise Stores,"Chesapeake, Virginia",2011-12-19,935703,1986,https://en.wikipedia.org/wiki/Dollar_Tree,1.0,1.0,1.0,0.0,1.0,31587.0,81481.0,2019-01-31,2018.0,DLTR,5331.0,533.0,4265.3,1.0,23053.48,9.510534,10.035537,0.0,0.0,1.0,,,5.2100325,8.145057,2.9402103,0.06049092,-0.04822534,0.0,-0.10657571,-0.00042218468,0.027945664,0.11926347,0.31592005,0.15613069,2.289558,0.17839895,0.2551847,0.031263888,0.0,0.31592005,1.9500457,,0.0,0.0,both
D,Dominion Energy,reports,Utilities,Electric Utilities,"Richmond, Virginia",,715957,1983,https://en.wikipedia.org/wiki/Dominion_Energy,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DPZ,Domino's Pizza,reports,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",2020-05-12,1286681,1960,https://en.wikipedia.org/wiki/Domino%27s_Pizza,0.0,1.0,1.0,0.0,0.0,160211.0,90248.0,2019-12-31,2019.0,DPZ,5812.0,581.0,4350.498,1.0,11438.03,7.2313538,8.193891,1.0,0.0,0.16975076,0.0,0.0,2.646175,6.158389,3.583659,0.020153506,0.17835644,0.07648911,0.4217628,-0.18351789,-0.020992814,0.33329687,1.2457539,0.27554804,11.747323,0.34185326,0.3412696,0.2893324,0.0,1.0719594,11.813059,,0.07648912,0.017632924,both
DOV,Dover Corporation,reports,Industrials,Industrial Machinery,"Downers Grove, Illinois",1985-10-31,29905,1955,https://en.wikipedia.org/wiki/Dover_Corporation,0.0,0.0,1.0,0.0,0.0,4058.0,25953.0,2019-12-31,2019.0,DOV,3585.0,358.0,3243.421,1.0,16632.248,9.067564,8.872963,1.0,0.0,0.1958354,1.0,0.0,3.218876,6.9060907,3.7270348,0.044322744,0.00011903832,0.032550637,-0.010761088,-0.020837473,0.009425597,0.10859098,0.37411955,0.16318549,2.5686746,0.15236779,0.11504004,0.045822024,0.016258998,0.35931718,2.2673693,,0.032550637,0.03956594,both
DOW,Dow Inc.,reports,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,1751788,2019,https://en.wikipedia.org/wiki/Dow_Inc.,0.0,0.0,1.0,0.0,0.0,34443.0,18428.0,2019-12-31,2019.0,DOW,2821.0,282.0,19156.0,1.0,40582.242,11.010796,10.667815,1.0,0.0,1.0,,,3.624341,10.046245,6.4488893,0.036217038,-0.006344591,0.034449145,-0.049021877,-0.009252528,-0.031458594,0.122595996,0.31650254,0.3206656,1.4467854,0.10291785,0.38113806,0.039670214,0.012639614,0.29267728,0.98010945,,0.034449145,0.07527667,both
DTE,DTE Energy Co.,reports,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,936340,1995,https://en.wikipedia.org/wiki/DTE_Energy_Co.,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DUK,Duke Energy,reports,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,1326160,1904,https://en.wikipedia.org/wiki/Duke_Energy,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DRE,Duke Realty Corp,reports,Real Estate,Industrial REITs,"Indianapolis, Indiana",2017-07-26,783280,1972,https://en.wikipedia.org/wiki/Duke_Realty_Corp,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
DD,DuPont de Nemours Inc,reports,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-04-02,1666700,2017,https://en.wikipedia.org/wiki/DuPont_de_Nemours_Inc,0.0,0.0,1.0,0.0,0.0,4060.0,16851.0,2019-12-31,2019.0,DD,2860.0,286.0,18001.0,1.0,47415.87,11.147585,9.976366,1.0,0.0,1.0,1.0,0.0,3.583519,9.277999,5.7225575,0.03333045,-0.1793331,0.023214595,-0.0023056085,-0.0335466,0.16472131,-0.08693585,0.25939536,0.27517366,1.0926404,0.06994639,0.15417315,0.022724653,0.0137616005,0.20221627,0.8991795,,0.023214595,0.22043219,both
DXC,DXC Technology,reports,Information Technology,IT Consulting & Other Services,"Tysons Corner, Virginia",2017-04-04,1688568,2017,https://en.wikipedia.org/wiki/DXC_Technology,0.0,0.0,1.0,0.0,0.0,3336.0,40125.0,2019-03-31,2018.0,DXC,7370.0,737.0,7412.0,1.0,17262.412,10.294651,9.940446,1.0,0.0,0.19072847,0.0,1.0,4.8751974,8.064636,3.1967876,-0.0023331305,0.0057482924,0.0071008317,-0.0050382093,-0.045682017,0.05464259,0.06123622,0.25062555,0.30039215,1.1981609,0.1436735,0.107493065,0.09802529,0.0,0.18495977,0.8282139,,0.0071008317,0.26200756,both
EMN,Eastman Chemical,reports,Materials,Diversified Chemicals,"Kingsport, Tennessee",1994-01-01,915389,1920,https://en.wikipedia.org/wiki/Eastman_Chemical,0.0,0.0,1.0,0.0,0.0,29392.0,80080.0,2019-12-31,2019.0,EMN,2821.0,282.0,5978.0,1.0,10774.763,9.680844,9.134862,1.0,0.0,0.1557286,0.0,1.0,2.74084,8.6602545,5.985932,0.029985007,-0.0013743128,0.021426786,-0.023113443,-0.02030235,-0.00043728136,0.09345327,0.37343827,0.35683668,1.3008972,0.11987756,0.36031985,0.012743629,0.014617691,0.35932034,0.9965845,,0.021426786,0.037805285,both
ETN,Eaton Corporation,reports,Industrials,Electrical Components & Equipment,"Dublin, Ireland",,1551182,1911,https://en.wikipedia.org/wiki/Eaton_Corporation,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
EBAY,eBay Inc.,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"San Jose, California",2002-07-22,1065088,1995,https://en.wikipedia.org/wiki/EBay_Inc.,1.0,3.0,2.0,3.0,1.0,114524.0,86356.0,2019-12-31,2019.0,EBAY,7370.0,737.0,8422.0,1.0,28743.56,9.807747,9.287301,1.0,0.0,0.18803807,1.0,0.0,2.6602595,7.6680937,5.079862,-0.15335093,-0.067293935,0.026026191,-0.08528668,-0.18351789,0.0109497085,0.16958292,0.46340927,0.22660764,2.423658,0.1695279,0.117640585,0.15544184,0.06822934,0.39782107,2.0046985,,0.026026191,0.14153408,both
ECL,Ecolab Inc.,reports,Materials,Specialty Chemicals,"St. Paul, Minnesota",1989-01-31,31462,1923,https://en.wikipedia.org/wiki/Ecolab_Inc.,0.0,1.0,1.0,1.0,0.0,4213.0,70578.0,2019-12-31,2019.0,ECL,2842.0,284.0,6932.5,1.0,55660.246,9.946025,9.609539,1.0,0.0,0.17150298,1.0,0.0,3.9357395,8.419228,4.5029917,0.057458155,-0.005155948,0.026589552,-0.03127111,-0.00799747,0.0026163082,0.11816034,0.3321897,0.110755645,3.250933,0.15511928,0.21718234,0.008931866,0.010014807,0.3066112,2.9609575,,0.026589552,0.07699964,both
EIX,Edison Int'l,reports,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,827052,1886,https://en.wikipedia.org/wiki/Edison_Int%27l,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
EW,Edwards Lifesciences,reports,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,1099800,1958,https://en.wikipedia.org/wiki/Edwards_Lifesciences,0.0,2.0,1.0,0.0,1.0,133366.0,87657.0,2019-12-31,2019.0,EW,3842.0,384.0,678.8,1.0,48780.938,8.777725,8.377471,0.0,0.0,0.10252893,1.0,0.0,2.7013612,7.040011,4.4072456,0.09182966,0.071669675,0.0,-0.0015412832,-0.015844392,0.03191998,0.180885,0.104622304,0.0137242945,7.879154,0.21110956,0.17576794,0.23379725,0.12227,0.100692034,7.58871,,0.0,0.037566293,both
EA,Electronic Arts,reports,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,712515,1982,https://en.wikipedia.org/wiki/Electronic_Arts,1.0,1.0,2.0,1.0,2.0,16721.0,75828.0,2019-03-31,2018.0,EA,7372.0,737.0,994.0,1.0,30296.615,9.10019,8.507143,0.0,0.0,0.055607043,1.0,0.0,2.3702438,6.107023,3.8326674,-0.018867925,0.050240036,0.0,0.0,-0.13989058,-0.011276097,0.1712627,0.110974655,0.031766713,3.7872741,0.12928435,0.050016746,0.60790443,0.1599866,0.110974655,3.5487206,,0.0,0.0,both
EMR,Emerson Electric Company,reports,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,32604,1890,https://en.wikipedia.org/wiki/Emerson_Electric_Company,0.0,0.0,1.0,0.0,0.0,4321.0,22103.0,2019-09-30,2019.0,EMR,3823.0,382.0,5721.0,1.0,40851.46,9.928034,9.8185835,1.0,0.0,0.18716955,,,4.4886365,8.2005625,3.7229514,0.057276674,0.019563839,0.058984242,0.05020247,-0.060984533,0.0054154266,0.14660682,0.279114,0.12284084,2.5913773,0.19232082,0.17768455,0.07288872,0.022149583,0.20866469,2.2731683,,0.058984242,0.25240344,both
ENPH,Enphase Energy,reports,Information Technology,Electronic Components,"Fremont, California",2021-01-07,1463101,2006,https://en.wikipedia.org/wiki/Enphase_Energy,0.0,0.0,1.0,0.0,0.0,187450.0,13323.0,2019-12-31,2019.0,ENPH,3674.0,367.0,118.255,1.0,3216.8381,6.569794,6.4366837,0.0,0.0,0.0,0.0,1.0,0.4555243,3.6902037,4.214833,0.020734048,0.26621687,0.0,0.11435133,-0.0045049023,0.015521091,0.1771045,0.16580369,0.03545778,5.128619,0.16454181,0.054755665,0.41517028,0.056617636,0.15731545,,,0.0,0.051194455,both
ETR,Entergy Corp.,reports,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,65984,1913,https://en.wikipedia.org/wiki/Entergy_Corp.,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
